year,team,conference,sp_defense,sos_z,sos_score
2015,Wyoming,Mountain West,119,1.474171461042451,64.74171461042451
2015,SMU,ACC,126,1.662811510898783,66.62811510898783
2015,UTSA,American Athletic,111,1.2585828326352146,62.58582832635214
2015,New Mexico State,Conference USA,125,1.6358629323478784,66.35862932347878
2015,UTEP,Conference USA,115,1.3663771468388328,63.663771468388326
2015,Eastern Michigan,Mid-American,128,1.716708668000592,67.16708668000592
2015,Kansas,Big 12,123,1.5819657752460694,65.8196577524607
2015,Charlotte,American Athletic,88,0.6387655259644097,56.3876552596441
2015,Army,American Athletic,117,1.420274303940642,64.20274303940641
2015,North Texas,American Athletic,118,1.4472228824915465,64.47222882491546
2016,Alabama,SEC,1,-1.709237016940974,32.90762983059026
2016,Clemson,ACC,6,-1.5742361912168936,34.25763808783106
2016,Washington,Big Ten,4,-1.6282365215065258,33.717634784934745
2016,Oklahoma,SEC,31,-0.8992320625964917,41.007679374035085
2016,LSU,SEC,2,-1.682236851796158,33.17763148203842
2016,Michigan,Big Ten,3,-1.6552366866513417,33.44763313348658
2016,Florida State,ACC,17,-1.2772343746239168,37.227656253760834
2016,USC,Big Ten,9,-1.4932356957824453,35.06764304217555
2016,Louisville,ACC,15,-1.331234704913549,36.68765295086451
2016,Ohio State,Big Ten,8,-1.5202358609272615,34.797641390727385
2016,Penn State,Big Ten,25,-1.0612330534653882,39.38766946534612
2016,Miami,ACC,10,-1.4662355306376293,35.33764469362371
2016,Stanford,ACC,12,-1.4122352003479972,35.877647996520025
2016,Oklahoma State,Big 12,51,-0.35922875970017015,46.4077124029983
2016,Tennessee,SEC,44,-0.5482299157138827,44.517700842861174
2016,Wisconsin,Big Ten,7,-1.5472360260720774,34.52763973927922
2016,North Carolina,ACC,41,-0.6292304111483309,43.70769588851669
2016,Notre Dame,FBS Independents,34,-0.8182315671620435,41.81768432837956
2016,Western Kentucky,Conference USA,45,-0.5212297505690666,44.787702494309336
2016,Florida,SEC,5,-1.6012363563617096,33.9876364363829
2016,Auburn,SEC,16,-1.3042345397687327,36.95765460231267
2016,Virginia Tech,ACC,21,-1.1692337140446525,38.307662859553474
2016,Pittsburgh,ACC,75,0.2887752037754157,52.887752037754154
2016,Minnesota,Big Ten,12,-1.4122352003479972,35.877647996520025
2016,Ole Miss,SEC,62,-0.0622269431071933,49.377730568928065
2016,Toledo,Mid-American,54,-0.2782282642657219,47.21771735734278
2016,Texas A&M,SEC,47,-0.4672294202794344,45.32770579720565
2016,Temple,American Athletic,22,-1.1422335488998363,38.577664511001636
2016,Western Michigan,Mid-American,70,0.15377437805133531,51.53774378051335
2016,Boise State,Mountain West,42,-0.6022302460035148,43.97769753996485
2016,San Diego State,Mountain West,29,-0.9532323928861238,40.46767607113876
2016,Baylor,Big 12,40,-0.656230576293147,43.43769423706853
2016,West Virginia,Big 12,30,-0.9262322277413078,40.73767772258692
2016,TCU,Big 12,36,-0.7642312368724113,42.35768763127589
2016,Utah,Big 12,38,-0.7102309065827791,42.89769093417221
2016,Texas,SEC,50,-0.3862289248449862,46.13771075155014
2016,Iowa,Big Ten,18,-1.2502342094791006,37.497657905208996
2016,Nebraska,Big Ten,65,0.018773552327254927,50.18773552327255
2016,Houston,Big 12,27,-1.007232723175756,39.92767276824244
2016,South Florida,American Athletic,99,0.9367791672510015,59.367791672510016
2016,NC State,ACC,19,-1.2232340443342846,37.76765955665715
2016,Georgia,SEC,14,-1.358234870058365,36.41765129941635
2016,App State,Sun Belt,23,-1.1152333837550203,38.8476661624498
2016,UCLA,Big Ten,10,-1.4662355306376293,35.33764469362371
2016,Kansas State,Big 12,52,-0.3322285945553541,46.67771405444646
2016,BYU,Big 12,33,-0.8452317323068596,41.5476826769314
2016,Arkansas,SEC,70,0.15377437805133531,51.53774378051335
2016,Georgia Tech,ACC,67,0.07277388261688708,50.727738826168874
2016,Memphis,American Athletic,74,0.26177503863059964,52.617750386306
2016,Tulsa,American Athletic,57,-0.1972277688312737,48.02772231168726
2016,Michigan State,Big Ten,39,-0.683230741437963,43.16769258562037
2016,Navy,American Athletic,96,0.8557786718165533,58.55778671816553
2016,Colorado,Big 12,27,-1.007232723175756,39.92767276824244
2016,Washington State,Pac-12,60,-0.11622727339682545,48.83772726603175
2016,Oregon,Big Ten,106,1.1257803232647141,61.25780323264714
2016,Mississippi State,SEC,60,-0.11622727339682545,48.83772726603175
2016,Indiana,Big Ten,20,-1.1962338791894684,38.03766120810532
2016,Air Force,Mountain West,79,0.39677586435468,53.9677586435468
2016,Texas Tech,Big 12,112,1.2877813141336105,62.877813141336105
2016,Louisiana Tech,Conference USA,112,1.2877813141336105,62.877813141336105
2016,Northwestern,Big Ten,37,-0.7372310717275952,42.62768928272405
2016,California,ACC,107,1.15278048840953,61.5278048840953
2016,Troy,Sun Belt,43,-0.5752300808586988,44.24769919141301
2016,Colorado State,Mountain West,98,0.9097790021061855,59.097790021061854
2016,Southern Miss,Sun Belt,78,0.3697756992098639,53.69775699209864
2016,Iowa State,Big 12,67,0.07277388261688708,50.727738826168874
2016,Wake Forest,ACC,31,-0.8992320625964917,41.007679374035085
2016,Maryland,Big Ten,63,-0.03522677796237723,49.64773222037623
2016,Old Dominion,Sun Belt,82,0.47777635978912825,54.77776359789128
2016,Missouri,SEC,85,0.5587768552235765,55.587768552235765
2016,Vanderbilt,SEC,48,-0.44022925513461836,45.597707448653814
2016,Arkansas State,Sun Belt,26,-1.034232888320572,39.657671116794276
2016,Boston College,ACC,24,-1.0882332186102042,39.11766781389796
2016,Middle Tennessee,Conference USA,111,1.2607811489887943,62.60781148988794
2016,Ohio,Mid-American,45,-0.5212297505690666,44.787702494309336
2016,UCF,Big 12,35,-0.7912314020172274,42.087685979827725
2016,Northern Illinois,Mid-American,91,0.720777846092473,57.20777846092473
2016,Kentucky,SEC,93,0.7747781763821051,57.74778176382105
2016,Syracuse,ACC,84,0.5317766900787604,55.3177669007876
2016,Duke,ACC,57,-0.1972277688312737,48.02772231168726
2016,Arizona State,Big 12,117,1.422782139857691,64.227821398576907
2016,Cincinnati,Big 12,53,-0.305228429410538,46.94771570589462
2016,Virginia,ACC,67,0.07277388261688708,50.727738826168874
2016,Georgia Southern,Sun Belt,89,0.6667775158028407,56.667775158028405
2016,South Carolina,SEC,56,-0.22422793397608975,47.7577206602391
2016,Utah State,Mountain West,59,-0.14322743854164152,48.56772561458359
2016,Arizona,Big 12,88,0.6397773506580247,56.39777350658025
2016,Oregon State,Pac-12,81,0.4507761946443122,54.507761946443125
2016,New Mexico,Mountain West,119,1.4767824701473231,64.76782470147323
2016,Akron,Mid-American,64,-0.008226612817561148,49.91773387182439
2016,Miami (OH),Mid-American,72,0.20777470834096745,52.077747083409676
2016,Central Michigan,Mid-American,86,0.5857770203683925,55.85777020368393
2016,Bowling Green,Mid-American,87,0.6127771855132086,56.12777185513209
2016,Illinois,Big Ten,77,0.34277553406504785,53.42775534065048
2016,Wyoming,Mountain West,115,1.3687818095680588,63.68781809568059
2016,Ball State,Mid-American,101,0.9907794975406337,59.90779497540633
2016,Eastern Michigan,Mid-American,108,1.1797806535543462,61.79780653554346
2016,Idaho,Big Sky,99,0.9367791672510015,59.367791672510016
2016,Louisiana,Sun Belt,75,0.2887752037754157,52.887752037754154
2016,East Carolina,American Athletic,101,0.9907794975406337,59.90779497540633
2016,South Alabama,Sun Belt,92,0.747778011237289,57.47778011237289
2016,Army,American Athletic,73,0.23477487348578355,52.34774873485784
2016,Hawai'i,Mountain West,124,1.6117832958714033,66.11783295871403
2016,SMU,ACC,89,0.6667775158028407,56.667775158028405
2016,Purdue,Big Ten,103,1.0447798278302658,60.447798278302656
2016,UTSA,American Athletic,95,0.8287785066717372,58.287785066717376
2016,UConn,FBS Independents,82,0.47777635978912825,54.77776359789128
2016,Kent State,Mid-American,54,-0.2782282642657219,47.21771735734278
2016,Georgia State,Sun Belt,49,-0.4132290899898023,45.867709100101976
2016,Marshall,Sun Belt,104,1.071779992975082,60.71779992975082
2016,Nevada,Mountain West,118,1.449782305002507,64.49782305002506
2016,San José State,Mountain West,109,1.2067808186991622,62.06780818699162
2016,Florida Atlantic,American Athletic,128,1.7197839564506678,67.19783956450668
2016,UNLV,Mountain West,122,1.5577829655817712,65.57782965581771
2016,Tulane,American Athletic,66,0.045773717472071006,50.45773717472071
2016,North Texas,American Athletic,115,1.3687818095680588,63.68781809568059
2016,Rutgers,Big Ten,79,0.39677586435468,53.9677586435468
2016,Massachusetts,Mid-American,109,1.2067808186991622,62.06780818699162
2016,Kansas,Big 12,105,1.098780158119898,60.98780158119898
2016,UTEP,Conference USA,123,1.5847831307265874,65.84783130726588
2016,Rice,American Athletic,119,1.4767824701473231,64.76782470147323
2016,Fresno State,Mountain West,96,0.8557786718165533,58.55778671816553
2016,New Mexico State,Conference USA,121,1.5307828004369552,65.30782800436955
2016,Buffalo,Mid-American,94,0.8017783415269212,58.017783415269214
2016,Florida International,Conference USA,126,1.6657836261610357,66.65783626161036
2016,Charlotte,American Athletic,112,1.2877813141336105,62.877813141336105
2016,UL Monroe,Sun Belt,125,1.6387834610162195,66.3878346101622
2016,Texas State,Sun Belt,127,1.6927837913058517,66.92783791305851
2017,Alabama,SEC,1,-1.7049008601428004,32.950991398572
2017,Ohio State,Big Ten,7,-1.5431711342794516,34.568288657205485
2017,Wisconsin,Big Ten,4,-1.624035997211126,33.759640027888736
2017,Georgia,SEC,12,-1.4083963627266611,35.91603637273339
2017,Clemson,ACC,2,-1.6779459058322423,33.22054094167758
2017,Penn State,Big Ten,10,-1.4623062713477775,35.37693728652222
2017,Oklahoma,SEC,43,-0.5727927790993598,44.2720722090064
2017,Auburn,SEC,3,-1.650990951521684,33.49009048478316
2017,Florida State,ACC,6,-1.57012608859001,34.2987391140999
2017,Washington,Big Ten,13,-1.381441408416103,36.18558591583897
2017,LSU,SEC,8,-1.5162161799688936,34.83783820031107
2017,Notre Dame,FBS Independents,15,-1.3275314997949867,36.72468500205014
2017,Michigan,Big Ten,5,-1.597081042900568,34.02918957099432
2017,Louisville,ACC,47,-0.4649729618571274,45.35027038142873
2017,Oklahoma State,Big 12,35,-0.7884324135838247,42.11567586416175
2017,TCU,Big 12,19,-1.2197116825527543,37.802883174472456
2017,USC,Big Ten,24,-1.0849369109999638,39.15063089000036
2017,Miami,ACC,16,-1.3005765454844287,36.99423454515571
2017,Mississippi State,SEC,18,-1.2466666368633126,37.53333363136687
2017,Stanford,ACC,44,-0.5458378247888017,44.54162175211198
2017,Virginia Tech,ACC,9,-1.4892612256583355,35.107387743416645
2017,UCF,Big 12,63,-0.03369369288819764,49.663063071118025
2017,Michigan State,Big Ten,11,-1.4353513170372192,35.646486829627804
2017,NC State,ACC,37,-0.7345225049627084,42.65477495037292
2017,Utah,Big 12,26,-1.0310270023788477,39.689729976211524
2017,Ole Miss,SEC,76,0.31672071314905775,53.16720713149058
2017,Northwestern,Big Ten,17,-1.2736215911738706,37.26378408826129
2017,Missouri,SEC,60,-0.11455855581987195,48.85441444180128
2017,Kansas State,Big 12,59,-0.14151351013043006,48.5848648986957
2017,Texas,SEC,13,-1.381441408416103,36.18558591583897
2017,Wake Forest,ACC,49,-0.41106305323601117,45.88936946763989
2017,Indiana,Big Ten,25,-1.0579819566894058,39.42018043310594
2017,South Florida,American Athletic,29,-0.9501621394471733,40.498378605528266
2017,Florida,SEC,33,-0.8423423222049409,41.57657677795059
2017,Iowa,Big Ten,21,-1.1658017739316382,38.34198226068362
2017,Texas A&M,SEC,52,-0.33019819030433684,46.69801809695663
2017,Oregon,Big Ten,49,-0.41106305323601117,45.88936946763989
2017,Boise State,Mountain West,26,-1.0310270023788477,39.689729976211524
2017,Georgia Tech,ACC,49,-0.41106305323601117,45.88936946763989
2017,Washington State,Pac-12,30,-0.9232071851366153,40.76792814863385
2017,Memphis,American Athletic,86,0.5862702562546389,55.86270256254639
2017,South Carolina,SEC,22,-1.1388468196210801,38.6115318037892
2017,Houston,Big 12,56,-0.2223783730621044,47.776216269378956
2017,Iowa State,Big 12,88,0.6401801648757551,56.401801648757555
2017,Toledo,Mid-American,54,-0.2762882816832206,47.2371171831678
2017,Duke,ACC,20,-1.1927567282421963,38.07243271757804
2017,Pittsburgh,ACC,48,-0.4380180075465693,45.619819924534305
2017,Purdue,Big Ten,30,-0.9232071851366153,40.76792814863385
2017,West Virginia,Big 12,65,0.020216215732918583,50.202162157329184
2017,Florida Atlantic,American Athletic,89,0.6671351191863132,56.67135119186313
2017,UCLA,Big Ten,104,1.0714594338446848,60.714594338446844
2017,Texas Tech,Big 12,70,0.15499098728570912,51.54990987285709
2017,Boston College,ACC,23,-1.111891865310522,38.88108134689478
2017,San Diego State,Mountain West,45,-0.5188828704782436,44.81117129521756
2017,North Carolina,ACC,58,-0.16846846444098817,48.315315355590116
2017,Syracuse,ACC,66,0.04717117004347669,50.47171170043477
2017,Colorado State,Mountain West,96,0.8558197993602199,58.5581979936022
2017,App State,Sun Belt,45,-0.5188828704782436,44.81117129521756
2017,Arizona,Big 12,100,0.9636396166024523,59.636396166024525
2017,Ohio,Mid-American,86,0.5862702562546389,55.86270256254639
2017,Kentucky,SEC,80,0.4245405303912902,54.245405303912904
2017,Nebraska,Big Ten,40,-0.6536576420310342,43.46342357968966
2017,Arkansas,SEC,91,0.7210450278074294,57.21045027807429
2017,Colorado,Big 12,84,0.5323603476335227,55.32360347633523
2017,Troy,Sun Belt,39,-0.6806125963415922,43.19387403658408
2017,Arkansas State,Sun Belt,74,0.26281080452794153,52.62810804527942
2017,Tennessee,SEC,54,-0.2762882816832206,47.2371171831678
2017,Arizona State,Big 12,99,0.9366846622918943,59.36684662291894
2017,Virginia,ACC,37,-0.7345225049627084,42.65477495037292
2017,Vanderbilt,SEC,77,0.34367566745961586,53.43675667459616
2017,Temple,American Athletic,42,-0.5997477334099179,44.00252266590082
2017,Minnesota,Big Ten,30,-0.9232071851366153,40.76792814863385
2017,Navy,American Athletic,93,0.7749549364285456,57.74954936428546
2017,California,ACC,81,0.4514954847018483,54.51495484701849
2017,Northern Illinois,Mid-American,26,-1.0310270023788477,39.689729976211524
2017,Baylor,Big 12,77,0.34367566745961586,53.43675667459616
2017,Miami (OH),Mid-American,63,-0.03369369288819764,49.663063071118025
2017,Western Michigan,Mid-American,73,0.23585585021738345,52.358558502173835
2017,UTSA,American Athletic,34,-0.8153873678943828,41.846126321056175
2017,Wyoming,Mountain West,36,-0.7614774592732666,42.385225407267335
2017,Fresno State,Mountain West,53,-0.3032432359937787,46.967567640062214
2017,SMU,ACC,111,1.2601441140185916,62.60144114018591
2017,Utah State,Mountain West,67,0.0741261243540348,50.74126124354035
2017,Southern Miss,Sun Belt,70,0.15499098728570912,51.54990987285709
2017,Maryland,Big Ten,70,0.15499098728570912,51.54990987285709
2017,Marshall,Sun Belt,41,-0.626702687720476,43.732973122795244
2017,North Texas,American Athletic,103,1.0445044795341267,60.44504479534127
2017,Western Kentucky,Conference USA,83,0.5054053933229645,55.054053933229646
2017,Middle Tennessee,Conference USA,62,-0.06064864719875574,49.39351352801244
2017,Army,American Athletic,105,1.0984143881552428,60.98414388155243
2017,Eastern Michigan,Mid-American,60,-0.11455855581987195,48.85441444180128
2017,Louisiana Tech,Conference USA,96,0.8558197993602199,58.5581979936022
2017,Rutgers,Big Ten,77,0.34367566745961586,53.43675667459616
2017,Tulane,American Athletic,105,1.0984143881552428,60.98414388155243
2017,Cincinnati,Big 12,68,0.10108107866459291,51.010810786645926
2017,Illinois,Big Ten,81,0.4514954847018483,54.51495484701849
2017,BYU,Big 12,56,-0.2223783730621044,47.776216269378956
2017,Central Michigan,Mid-American,68,0.10108107866459291,51.010810786645926
2017,New Mexico State,Conference USA,95,0.8288648450496618,58.288648450496616
2017,Massachusetts,Mid-American,92,0.7479999821179875,57.479999821179874
2017,Bowling Green,Mid-American,117,1.4218738398819402,64.2187383988194
2017,Florida International,Conference USA,105,1.0984143881552428,60.98414388155243
2017,Tulsa,American Athletic,115,1.367963931260824,63.679639312608245
2017,Air Force,Mountain West,122,1.5566486114347309,65.56648611434731
2017,Buffalo,Mid-American,100,0.9636396166024523,59.636396166024525
2017,South Alabama,Sun Belt,90,0.6940900734968712,56.940900734968714
2017,New Mexico,Mountain West,102,1.0175495252235687,60.175495252235685
2017,Idaho,Big Sky,85,0.5593153019440807,55.593153019440805
2017,Oregon State,Pac-12,120,1.5027387028136145,65.02738702813615
2017,UL Monroe,Sun Belt,128,1.7183783372980794,67.1837833729808
2017,Georgia State,Sun Belt,74,0.26281080452794153,52.62810804527942
2017,East Carolina,American Athletic,126,1.664468428676963,66.64468428676963
2017,UNLV,Mountain West,119,1.4757837485030565,64.75783748503056
2017,Kansas,Big 12,109,1.2062342053974753,62.06234205397475
2017,Georgia Southern,Sun Belt,108,1.1792792510869172,61.79279251086918
2017,Louisiana,Sun Belt,127,1.6914233829875214,66.91423382987522
2017,Nevada,Mountain West,125,1.637513474366405,66.37513474366405
2017,Old Dominion,Sun Belt,98,0.9097297079813361,59.09729707981336
2017,Akron,Mid-American,118,1.4488287941924984,64.48828794192498
2017,UConn,FBS Independents,123,1.583603565745289,65.8360356574529
2017,Hawai'i,Mountain West,121,1.5296936571241726,65.29693657124173
2017,Ball State,Mid-American,113,1.3140540226397077,63.14054022639708
2017,San José State,Mountain West,112,1.2870990683291497,62.870990683291495
2017,Kent State,Mid-American,94,0.8019098907391037,58.01909890739104
2017,Texas State,Sun Belt,110,1.2331891597080336,62.331891597080336
2017,Rice,American Athletic,124,1.610558520055847,66.10558520055847
2017,Charlotte,American Athletic,113,1.3140540226397077,63.14054022639708
2017,UTEP,Conference USA,116,1.394918885571382,63.94918885571382
2018,Alabama,SEC,7,-1.5485345870579197,34.514654129420805
2018,Georgia,SEC,7,-1.5485345870579197,34.514654129420805
2018,Clemson,ACC,3,-1.6546964835997942,33.45303516400206
2018,Oklahoma,SEC,84,0.4950819213731651,54.95081921373165
2018,LSU,SEC,5,-1.601615535328857,33.98384464671143
2018,Ohio State,Big Ten,26,-1.0442655784840156,39.557344215159844
2018,Auburn,SEC,6,-1.5750750611933884,34.24924938806612
2018,Mississippi State,SEC,1,-1.7077774318707315,32.92222568129269
2018,Florida,SEC,17,-1.2831298457032334,37.16870154296767
2018,Michigan,Big Ten,9,-1.4954536387869826,35.04546361213018
2018,Texas A&M,SEC,21,-1.176967949161359,38.23032050838641
2018,Missouri,SEC,24,-1.097346526754953,39.02653473245047
2018,Notre Dame,FBS Independents,10,-1.468913164651514,35.310868353484864
2018,Washington,Big Ten,4,-1.6281560094643257,33.718439905356746
2018,Penn State,Big Ten,11,-1.4423726905160452,35.57627309483955
2018,Fresno State,Mountain West,12,-1.4158322163805765,35.841677836194236
2018,Utah,Big 12,19,-1.230048897432296,37.69951102567704
2018,UCF,Big 12,47,-0.4869156216391744,45.130843783608256
2018,Wisconsin,Big Ten,29,-0.9646441560776098,40.3535584392239
2018,South Carolina,SEC,40,-0.6726989405874548,43.27301059412545
2018,Utah State,Mountain West,34,-0.8319417854002666,41.680582145997334
2018,Oklahoma State,Big 12,71,0.15005575761207282,51.50055757612073
2018,Iowa,Big Ten,18,-1.2565893715677647,37.434106284322354
2018,West Virginia,Big 12,76,0.282758128289416,52.82758128289416
2018,Kentucky,SEC,15,-1.3362107939741708,36.637892060258295
2018,Stanford,ACC,43,-0.5930775181810489,44.06922481818951
2018,Miami,ACC,14,-1.3627512681096392,36.37248731890361
2018,Boise State,Mountain West,37,-0.7523203629938607,42.47679637006139
2018,App State,Sun Belt,20,-1.2035084232968274,37.96491576703173
2018,Michigan State,Big Ten,2,-1.6812369577352628,33.18763042264737
2018,Texas,SEC,44,-0.5665370440455803,44.3346295595442
2018,Washington State,Pac-12,59,-0.16842993201355078,48.31570067986449
2018,Ole Miss,SEC,90,0.6543247661859769,56.543247661859766
2018,USC,Big Ten,34,-0.8319417854002666,41.680582145997334
2018,NC State,ACC,54,-0.3011323026908939,46.98867697309106
2018,Memphis,American Athletic,87,0.574703343779571,55.74703343779571
2018,Texas Tech,Big 12,80,0.3889200248312905,53.8892002483129
2018,Iowa State,Big 12,28,-0.9911846302130785,40.08815369786922
2018,Vanderbilt,SEC,57,-0.22151088028448804,47.78489119715512
2018,Syracuse,ACC,60,-0.14188945787808213,48.58110542121918
2018,Oregon,Big Ten,50,-0.4072941992327685,45.927058007672315
2018,Virginia,ACC,31,-0.9115632078066725,40.884367921933276
2018,TCU,Big 12,16,-1.309670319838702,36.90329680161298
2018,Purdue,Big Ten,88,0.6012438179150396,56.012438179150394
2018,Minnesota,Big Ten,37,-0.7523203629938607,42.47679637006139
2018,BYU,Big 12,33,-0.8584822595357352,41.41517740464265
2018,San Diego State,Mountain West,24,-1.097346526754953,39.02653473245047
2018,Tennessee,SEC,71,0.15005575761207282,51.50055757612073
2018,Cincinnati,Big 12,36,-0.7788608371293293,42.21139162870671
2018,Nebraska,Big Ten,55,-0.2745918285554253,47.254081714445746
2018,Duke,ACC,46,-0.513456095774643,44.86543904225357
2018,Arizona State,Big 12,86,0.5481628696441023,55.48162869644102
2018,Arkansas,SEC,49,-0.4338346733682371,45.66165326631763
2018,Ohio,Mid-American,107,1.1055128264889436,61.05512826488943
2018,California,ACC,13,-1.3892917422451079,36.10708257754892
2018,Virginia Tech,ACC,77,0.30929860242488466,53.092986024248845
2018,Wake Forest,ACC,64,-0.0357275613362076,49.64272438663792
2018,Arizona,Big 12,73,0.2031367058830101,52.0313670588301
2018,Maryland,Big Ten,51,-0.3807537250972998,46.192462749027
2018,Temple,American Athletic,42,-0.6196179923165176,43.803820076834825
2018,Pittsburgh,ACC,53,-0.3276727768263626,46.723272231736374
2018,Troy,Sun Belt,48,-0.46037514750370573,45.39624852496294
2018,Boston College,ACC,32,-0.8850227336712039,41.14977266328796
2018,Houston,Big 12,106,1.078972352353475,60.78972352353475
2018,North Texas,American Athletic,78,0.3358390765603533,53.35839076560353
2018,Baylor,Big 12,85,0.5216223955086337,55.216223955086335
2018,Toledo,Mid-American,102,0.9728104558116005,59.728104558116
2018,Wyoming,Mountain West,41,-0.6461584664519862,43.53841533548014
2018,Northwestern,Big Ten,29,-0.9646441560776098,40.3535584392239
2018,Indiana,Big Ten,75,0.25621765415394737,52.56217654153947
2018,Florida State,ACC,37,-0.7523203629938607,42.47679637006139
2018,Arkansas State,Sun Belt,62,-0.08880850960714487,49.11191490392855
2018,Marshall,Sun Belt,22,-1.1504274750258903,38.4957252497411
2018,Georgia Tech,ACC,100,0.9197295075406632,59.19729507540663
2018,UAB,American Athletic,44,-0.5665370440455803,44.3346295595442
2018,UCLA,Big Ten,97,0.8401080851342573,58.40108085134257
2018,Nevada,Mountain West,63,-0.06226803547167624,49.37731964528324
2018,Kansas State,Big 12,61,-0.1153489837426135,48.846510162573864
2018,Miami (OH),Mid-American,66,0.017353386934729664,50.173533869347295
2018,Colorado,Big 12,58,-0.1949704061490194,48.050295938509805
2018,Florida Atlantic,American Athletic,82,0.4420009731022278,54.420009731022276
2018,Buffalo,Mid-American,82,0.4420009731022278,54.420009731022276
2018,South Florida,American Athletic,80,0.3889200248312905,53.8892002483129
2018,Army,American Athletic,68,0.07043433520566693,50.70434335205667
2018,Air Force,Mountain West,90,0.6543247661859769,56.543247661859766
2018,Eastern Michigan,Mid-American,52,-0.3542132509618312,46.45786749038169
2018,Georgia Southern,Sun Belt,92,0.7074057144569141,57.07405714456914
2018,North Carolina,ACC,94,0.7604866627278514,57.60486662727851
2018,Northern Illinois,Mid-American,23,-1.1238870008904216,38.761129991095785
2018,Tulane,American Athletic,65,-0.009187087200738969,49.90812912799261
2018,Middle Tennessee,Conference USA,68,0.07043433520566693,50.70434335205667
2018,Southern Miss,Sun Belt,27,-1.0177251043485471,39.82274895651453
2018,SMU,ACC,79,0.3623795506958219,53.62379550695822
2018,Louisiana,Sun Belt,116,1.3443770937081614,63.44377093708161
2018,Louisiana Tech,Conference USA,56,-0.24805135441995668,47.51948645580043
2018,Florida International,Conference USA,104,1.0258914040825378,60.258914040825374
2018,Illinois,Big Ten,115,1.3178366195726927,63.17836619572692
2018,Louisville,ACC,99,0.8931890334051946,58.93189033405194
2018,New Mexico,Mountain West,109,1.158593774759881,61.585937747598805
2018,Kansas,Big 12,94,0.7604866627278514,57.60486662727851
2018,Navy,American Athletic,114,1.291296145437224,62.91296145437224
2018,Colorado State,Mountain West,110,1.1851342488953496,61.85134248895349
2018,Hawai'i,Mountain West,118,1.3974580419790985,63.97458041979098
2018,Western Michigan,Mid-American,112,1.238215197166287,62.38215197166287
2018,UL Monroe,Sun Belt,108,1.1320533006244122,61.32053300624412
2018,UNLV,Mountain West,116,1.3443770937081614,63.44377093708161
2018,Tulsa,American Athletic,96,0.8135676109987887,58.135676109987884
2018,Rutgers,Big Ten,67,0.0438938610701983,50.43893861070198
2018,Old Dominion,Sun Belt,119,1.4239985161145672,64.23998516114567
2018,East Carolina,American Athletic,101,0.9462699816761319,59.462699816761315
2018,Oregon State,Pac-12,126,1.6097818350628477,66.09781835062847
2018,Massachusetts,Mid-American,124,1.5567008867919103,65.5670088679191
2018,Western Kentucky,Conference USA,93,0.7339461885923828,57.339461885923825
2018,Texas State,Sun Belt,73,0.2031367058830101,52.0313670588301
2018,San José State,Mountain West,104,1.0258914040825378,60.258914040825374
2018,Coastal Carolina,Sun Belt,129,1.6894032574692537,66.89403257469255
2018,South Alabama,Sun Belt,123,1.5301604126564419,65.30160412656441
2018,Charlotte,American Athletic,98,0.866648559269726,58.666485592697256
2018,Ball State,Mid-American,120,1.4505389902500359,64.50538990250035
2018,Akron,Mid-American,89,0.6277842920505082,56.27784292050508
2018,Liberty,Conference USA,122,1.5036199385209732,65.03619938520973
2018,Central Michigan,Mid-American,68,0.07043433520566693,50.70434335205667
2018,New Mexico State,Conference USA,113,1.2647556713017554,62.64755671301755
2018,Georgia State,Sun Belt,127,1.6363223091983163,66.36322309198316
2018,Kent State,Mid-American,121,1.4770794643855045,64.77079464385504
2018,Bowling Green,Mid-American,128,1.662862783333785,66.62862783333784
2018,UTSA,American Athletic,102,0.9728104558116005,59.728104558116
2018,Rice,American Athletic,125,1.583241360927379,65.83241360927379
2018,UConn,FBS Independents,130,1.7159437316047221,67.15943731604722
2018,UTEP,Conference USA,111,1.2116747230308182,62.11674723030818
2019,Ohio State,Big Ten,2,-1.6805625840919656,33.19437415908034
2019,LSU,SEC,20,-1.2025032056850606,37.974967943149395
2019,Alabama,SEC,3,-1.6540037297360264,33.459962702639736
2019,Clemson,ACC,3,-1.6540037297360264,33.459962702639736
2019,Georgia,SEC,1,-1.7071214384479048,32.92878561552095
2019,Penn State,Big Ten,10,-1.4680917492444523,35.31908250755548
2019,Florida,SEC,7,-1.5477683123122696,34.522316876877305
2019,Oklahoma,SEC,47,-0.4854141380747035,45.14585861925296
2019,Auburn,SEC,5,-1.600886021024148,33.99113978975852
2019,Michigan,Big Ten,11,-1.441532894888513,35.58467105111487
2019,Wisconsin,Big Ten,14,-1.3618563318206955,36.38143668179305
2019,Utah,Big 12,16,-1.3087386231088174,36.912613768911825
2019,Minnesota,Big Ten,26,-1.0431500795494257,39.56849920450574
2019,UCF,Big 12,21,-1.1759443513291215,38.24055648670878
2019,Oregon,Big Ten,7,-1.5477683123122696,34.522316876877305
2019,Washington,Big Ten,24,-1.096267788261304,39.03732211738696
2019,Memphis,American Athletic,39,-0.6978849729222167,43.02115027077783
2019,Baylor,Big 12,18,-1.255620914396939,37.44379085603061
2019,Notre Dame,FBS Independents,22,-1.1493854969731825,38.50614503026817
2019,Iowa,Big Ten,6,-1.5743271666682088,34.25672833331791
2019,Texas A&M,SEC,23,-1.1228266426172433,38.77173357382757
2019,USC,Big Ten,59,-0.16670788580343363,48.33292114196566
